"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1Y_RR","1","1980-01-01","774.3","4","5",
"OBS_DEU_P1Y_RR","1","1981-01-01","866.3","4","10",
"OBS_DEU_P1Y_RR","1","1982-01-01","874","4","10",
"OBS_DEU_P1Y_RR","1","1983-01-01","731.5","4","10",
"OBS_DEU_P1Y_RR","1","1984-01-01","670.6","4","10",
"OBS_DEU_P1Y_RR","1","1985-01-01","568.9","4","10",
"OBS_DEU_P1Y_RR","10","1980-01-01","717.8","4","5",
"OBS_DEU_P1Y_RR","10","1981-01-01","842.9","4","10",
"OBS_DEU_P1Y_RR","10","1982-01-01","650.4","4","10",
"OBS_DEU_P1Y_RR","10","1983-01-01","649.7","4","10",
"OBS_DEU_P1Y_RR","10","1984-01-01","682.6","4","10",
"OBS_DEU_P1Y_RR","10","1985-01-01","739.7","4","10",
"OBS_DEU_P1Y_RR","10","1986-01-01","829.2","4","10",
"OBS_DEU_P1Y_RR","10","1987-01-01","756.2","4","10",
"OBS_DEU_P1Y_RR","10","1988-01-01","829.5","4","10",
"OBS_DEU_P1Y_RR","10","1989-01-01","646.7","4","10",
"OBS_DEU_P1Y_RR","100","1980-01-01","618.2","4","1",
"OBS_DEU_P1Y_RR","100","1981-01-01","756.3","4","1",
"OBS_DEU_P1Y_RR","100","1982-01-01","388.9","4","1",
"OBS_DEU_P1Y_RR","100","1983-01-01","525.3","4","1",
"OBS_DEU_P1Y_RR","100","1984-01-01","587.7","4","1",
"OBS_DEU_P1Y_RR","100","1985-01-01","424.7","4","1",
"OBS_DEU_P1Y_RR","100","1986-01-01","644.1","4","1",
"OBS_DEU_P1Y_RR","100","1987-01-01","609.8","4","1",
"OBS_DEU_P1Y_RR","100","1988-01-01","510.5","4","1",
"OBS_DEU_P1Y_RR","100","1989-01-01","422.5","4","1",
"OBS_DEU_P1Y_RR","1000","1980-01-01","659.6","4","5",
"OBS_DEU_P1Y_RR","1000","1981-01-01","714.4","4","10",
"OBS_DEU_P1Y_RR","1000","1982-01-01","437.7","4","10",
"OBS_DEU_P1Y_RR","1000","1983-01-01","587.7","4","10",
"OBS_DEU_P1Y_RR","1000","1984-01-01","645.4","4","10",
"OBS_DEU_P1Y_RR","1000","1985-01-01","577.9","4","10",
"OBS_DEU_P1Y_RR","1000","1986-01-01","626","4","10",
"OBS_DEU_P1Y_RR","1000","1987-01-01","594.5","4","10",
"OBS_DEU_P1Y_RR","1000","1988-01-01","655.3","4","10",
"OBS_DEU_P1Y_RR","1000","1989-01-01","530.7","4","10",
"OBS_DEU_P1Y_RR","1001","1980-01-01","663.5","4","5",
"OBS_DEU_P1Y_RR","1001","1981-01-01","753.4","4","10",
"OBS_DEU_P1Y_RR","1001","1982-01-01","360.8","4","10",
"OBS_DEU_P1Y_RR","1001","1983-01-01","543.4","4","10",
"OBS_DEU_P1Y_RR","1001","1984-01-01","553","4","10",
"OBS_DEU_P1Y_RR","1001","1985-01-01","570.3","4","10",
"OBS_DEU_P1Y_RR","1001","1986-01-01","641.2","4","10",
"OBS_DEU_P1Y_RR","1001","1987-01-01","685.4","4","10",
"OBS_DEU_P1Y_RR","1001","1988-01-01","581.2","4","10",
"OBS_DEU_P1Y_RR","1001","1989-01-01","461.6","4","10",
"OBS_DEU_P1Y_RR","1002","1980-01-01","526","4","5",
"OBS_DEU_P1Y_RR","1002","1981-01-01","743.7","4","10",
"OBS_DEU_P1Y_RR","1002","1982-01-01","390.7","4","10",
"OBS_DEU_P1Y_RR","1002","1983-01-01","525.5","4","10",
"OBS_DEU_P1Y_RR","1002","1984-01-01","519.6","4","10",
"OBS_DEU_P1Y_RR","1002","1985-01-01","524.2","4","10",
"OBS_DEU_P1Y_RR","1002","1986-01-01","637.2","4","10",
"OBS_DEU_P1Y_RR","1002","1987-01-01","776","4","10",
"OBS_DEU_P1Y_RR","1002","1988-01-01","580.3","4","10",
"OBS_DEU_P1Y_RR","1002","1989-01-01","506.8","4","10",
"OBS_DEU_P1Y_RR","1005","1980-01-01","697.8","4","5",
"OBS_DEU_P1Y_RR","1005","1981-01-01","673.5","4","10",
"OBS_DEU_P1Y_RR","1005","1982-01-01","319.2","4","10",
"OBS_DEU_P1Y_RR","1005","1983-01-01","532.2","4","10",
"OBS_DEU_P1Y_RR","1005","1984-01-01","580.9","4","10",
"OBS_DEU_P1Y_RR","1005","1985-01-01","493.2","4","10",
"OBS_DEU_P1Y_RR","1005","1986-01-01","577.5","4","10",
"OBS_DEU_P1Y_RR","1005","1987-01-01","650.8","4","10",
"OBS_DEU_P1Y_RR","1005","1988-01-01","549.5","4","10",
"OBS_DEU_P1Y_RR","1005","1989-01-01","488.2","4","10",
"OBS_DEU_P1Y_RR","1006","1980-01-01","571.3","4","5",
"OBS_DEU_P1Y_RR","1006","1981-01-01","669.3","4","10",
"OBS_DEU_P1Y_RR","1006","1982-01-01","446.3","4","10",
"OBS_DEU_P1Y_RR","1006","1983-01-01","596.7","4","10",
"OBS_DEU_P1Y_RR","1006","1984-01-01","581.8","4","10",
"OBS_DEU_P1Y_RR","1006","1985-01-01","523.3","4","10",
"OBS_DEU_P1Y_RR","1006","1986-01-01","667.4","4","10",
"OBS_DEU_P1Y_RR","1006","1987-01-01","628.2","4","10",
"OBS_DEU_P1Y_RR","1006","1988-01-01","612.5","4","10",
"OBS_DEU_P1Y_RR","1006","1989-01-01","418.2","4","10",
"OBS_DEU_P1Y_RR","1007","1982-01-01","347.4","4","10",
"OBS_DEU_P1Y_RR","1007","1983-01-01","597.3","4","10",
