"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1Y_RR","1","1950-01-01","774.9","4","5",
"OBS_DEU_P1Y_RR","1","1951-01-01","688.3","4","5",
"OBS_DEU_P1Y_RR","1","1952-01-01","927.7","4","5",
"OBS_DEU_P1Y_RR","1","1953-01-01","606.8","4","5",
"OBS_DEU_P1Y_RR","1","1954-01-01","876.6","4","5",
"OBS_DEU_P1Y_RR","1","1955-01-01","800.1","4","5",
"OBS_DEU_P1Y_RR","1","1956-01-01","675.1","4","5",
"OBS_DEU_P1Y_RR","1","1957-01-01","670","4","5",
"OBS_DEU_P1Y_RR","1","1958-01-01","855","4","5",
"OBS_DEU_P1Y_RR","1","1959-01-01","704","4","5",
"OBS_DEU_P1Y_RR","100","1953-01-01","448.7","4","1",
"OBS_DEU_P1Y_RR","100","1954-01-01","858.5","4","1",
"OBS_DEU_P1Y_RR","100","1955-01-01","608.4","4","1",
"OBS_DEU_P1Y_RR","100","1956-01-01","801.5","4","1",
"OBS_DEU_P1Y_RR","100","1957-01-01","685.5","4","1",
"OBS_DEU_P1Y_RR","100","1958-01-01","671.8","4","1",
"OBS_DEU_P1Y_RR","100","1959-01-01","509.6","4","1",
"OBS_DEU_P1Y_RR","1001","1950-01-01","519","4","5",
"OBS_DEU_P1Y_RR","1001","1951-01-01","542.3","4","5",
"OBS_DEU_P1Y_RR","1001","1952-01-01","556.7","4","5",
"OBS_DEU_P1Y_RR","1001","1953-01-01","418.4","4","5",
"OBS_DEU_P1Y_RR","1001","1954-01-01","658.9","4","5",
"OBS_DEU_P1Y_RR","1001","1955-01-01","606.9","4","5",
"OBS_DEU_P1Y_RR","1001","1956-01-01","676.5","4","5",
"OBS_DEU_P1Y_RR","1001","1957-01-01","628.1","4","5",
"OBS_DEU_P1Y_RR","1001","1958-01-01","511.4","4","5",
"OBS_DEU_P1Y_RR","1001","1959-01-01","526.8","4","5",
"OBS_DEU_P1Y_RR","1003","1950-01-01","648.4","4","5",
"OBS_DEU_P1Y_RR","1003","1951-01-01","433.4","4","5",
"OBS_DEU_P1Y_RR","1003","1952-01-01","605.3","4","5",
"OBS_DEU_P1Y_RR","1003","1953-01-01","451.9","4","5",
"OBS_DEU_P1Y_RR","1003","1954-01-01","705.8","4","5",
"OBS_DEU_P1Y_RR","1003","1955-01-01","684.5","4","5",
"OBS_DEU_P1Y_RR","1003","1956-01-01","735.6","4","5",
"OBS_DEU_P1Y_RR","1003","1957-01-01","643.3","4","5",
"OBS_DEU_P1Y_RR","1003","1958-01-01","702","4","5",
"OBS_DEU_P1Y_RR","1003","1959-01-01","448.9","4","5",
"OBS_DEU_P1Y_RR","1006","1950-01-01","640.7","4","1",
"OBS_DEU_P1Y_RR","1006","1951-01-01","791","4","1",
"OBS_DEU_P1Y_RR","1006","1952-01-01","595.1","4","1",
"OBS_DEU_P1Y_RR","1006","1953-01-01","497","4","1",
"OBS_DEU_P1Y_RR","1006","1954-01-01","729.8","4","1",
"OBS_DEU_P1Y_RR","1006","1955-01-01","709.7","4","1",
"OBS_DEU_P1Y_RR","1006","1956-01-01","604.1","4","1",
"OBS_DEU_P1Y_RR","1006","1957-01-01","587","4","1",
"OBS_DEU_P1Y_RR","1006","1958-01-01","599.4","4","1",
"OBS_DEU_P1Y_RR","1006","1959-01-01","433.7","4","1",
"OBS_DEU_P1Y_RR","1008","1950-01-01","686.3","4","1",
"OBS_DEU_P1Y_RR","1008","1951-01-01","568.5","4","1",
"OBS_DEU_P1Y_RR","1008","1952-01-01","753.7","4","1",
"OBS_DEU_P1Y_RR","1008","1953-01-01","687.3","4","1",
"OBS_DEU_P1Y_RR","1008","1954-01-01","1011.8","4","1",
"OBS_DEU_P1Y_RR","1008","1955-01-01","872.8","4","1",
"OBS_DEU_P1Y_RR","1008","1956-01-01","867.9","4","1",
"OBS_DEU_P1Y_RR","1008","1957-01-01","908.2","4","1",
"OBS_DEU_P1Y_RR","1008","1958-01-01","942","4","1",
"OBS_DEU_P1Y_RR","1008","1959-01-01","551","4","1",
