"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"13830","Prüm (A)","6,4167","50,2000","563.0","https://cdc.dwd.de/rest/metadata/station/html/3897238088"
"13841","Mannheim-Sandhofen","8,4667","49,5667","94.0","https://cdc.dwd.de/rest/metadata/station/html/3901838728"
"19433","Liebenstein, Bad","10,3443","50,8188","316.0","https://cdc.dwd.de/rest/metadata/station/html/3907627444"
"19087","Freyung vorm Wald","13,5528","48,8049","645.0","https://cdc.dwd.de/rest/metadata/station/html/3936996541"
"13863","Neustadt/Donau","11,7500","48,8000","350.0","https://cdc.dwd.de/rest/metadata/station/html/3975468497"
"5540","Wiesbaden (Süd)","8,2597","50,0652","132.0","https://cdc.dwd.de/rest/metadata/station/html/400365644"
"1053","Driburg, Bad","9,0445","51,7337","192.0","https://cdc.dwd.de/rest/metadata/station/html/4005143092"
"1076","Dürrheim, Bad","8,5343","48,0135","692.0","https://cdc.dwd.de/rest/metadata/station/html/4034142017"
"4429","Scheidegg","9,8500","47,5880","778.0","https://cdc.dwd.de/rest/metadata/station/html/4039861389"
"19581","Enzklösterle/Schwarzwald","8,4700","48,6671","600.0","https://cdc.dwd.de/rest/metadata/station/html/4081767393"
"13849","Bayreuth Flughafen","11,6333","50,0000","486.0","https://cdc.dwd.de/rest/metadata/station/html/4101543149"
"13865","Pfaffenhofen","11,5000","48,5333","428.0","https://cdc.dwd.de/rest/metadata/station/html/4113069095"
"4477","Schluchsee","8,1860","47,8208","993.0","https://cdc.dwd.de/rest/metadata/station/html/4125257314"
"13812","Westuffeln","9,3167","51,4333","200.0","https://cdc.dwd.de/rest/metadata/station/html/4138408281"
"19318","Schmalkalden","10,4310","50,7180","292.0","https://cdc.dwd.de/rest/metadata/station/html/4154594961"
"13890","Sallmannshausen","10,1333","50,9833","205.0","https://cdc.dwd.de/rest/metadata/station/html/4194993431"
"5094","Triberg","8,2283","48,1316","683.0","https://cdc.dwd.de/rest/metadata/station/html/4197530076"
"13846","Überruh","10,0833","47,6833","830.0","https://cdc.dwd.de/rest/metadata/station/html/4239347245"
"6120","Oberhof (Kurort)","10,7212","50,7036","810.0","https://cdc.dwd.de/rest/metadata/station/html/4269024579"
"13843","Zeil (A)","10,0000","47,8667","750.0","https://cdc.dwd.de/rest/metadata/station/html/428734484"
"19582","Königsfeld","8,4255","48,1419","754.0","https://cdc.dwd.de/rest/metadata/station/html/443943964"
"13794","Keitum","8,3667","54,9000","9.0","https://cdc.dwd.de/rest/metadata/station/html/448168548"
"13799","Garlstorf","10,0833","53,2167","43.0","https://cdc.dwd.de/rest/metadata/station/html/464058730"
"13898","Wehnde","10,3000","51,4667","286.0","https://cdc.dwd.de/rest/metadata/station/html/474224236"
"920","Darmstadt (US-Air-Base)","8,5929","49,8564","108.0","https://cdc.dwd.de/rest/metadata/station/html/475011280"
"13866","Predigtstuhl","12,9000","47,7167","1578.0","https://cdc.dwd.de/rest/metadata/station/html/517590647"
"19364","Schmiedefeld/Rennsteig","10,8167","50,6167","720.0","https://cdc.dwd.de/rest/metadata/station/html/519633397"
"13827","Neunkirchen am Potzberg","7,4833","49,5167","175.0","https://cdc.dwd.de/rest/metadata/station/html/523333354"
"13817","Unterschwarz","9,5833","50,7500","260.0","https://cdc.dwd.de/rest/metadata/station/html/542976471"
"5560","Wildbad, Bad-Sommerberg","8,5365","48,7501","740.0","https://cdc.dwd.de/rest/metadata/station/html/544719716"
"3227","Meinberg, Bad","8,9842","51,8936","216.0","https://cdc.dwd.de/rest/metadata/station/html/589512878"
"13803","Lippe (Burbach)","8,0667","50,7167","596.0","https://cdc.dwd.de/rest/metadata/station/html/609942021"
"5049","Titisee-Neustadt-Titisee","8,1460","47,8991","846.0","https://cdc.dwd.de/rest/metadata/station/html/633700035"
"19781","Ingolstadt","11,4233","48,7429","367.0","https://cdc.dwd.de/rest/metadata/station/html/649142557"
"19911","Gerstungen/Thüringen","10,0663","50,9625","215.0","https://cdc.dwd.de/rest/metadata/station/html/650750881"
"2813","Lahr/Schwarzwald","7,8249","48,3457","158.0","https://cdc.dwd.de/rest/metadata/station/html/651526318"
"13809","Kassel-Rothwesten","9,5333","51,4000","288.0","https://cdc.dwd.de/rest/metadata/station/html/691281116"
"13821","Diedesfeld","8,1333","49,3167","162.0","https://cdc.dwd.de/rest/metadata/station/html/724026183"
"19774","Nordhausen (Umspannwerk)","10,8057","51,4814","174.0","https://cdc.dwd.de/rest/metadata/station/html/734481724"
"13834","Brandmatt","8,1667","48,6167","720.0","https://cdc.dwd.de/rest/metadata/station/html/763261557"
"15979","Sargenroth","7,5153","49,9311","426.0","https://cdc.dwd.de/rest/metadata/station/html/794035559"
"19579","Bonndorf","8,3348","47,8194","875.0","https://cdc.dwd.de/rest/metadata/station/html/811841326"
"1079","Düsseldorf-Südfriedhof","6,7574","51,1998","37.0","https://cdc.dwd.de/rest/metadata/station/html/812300000743"
"3426","Muskau, Bad","14,7008","51,5660","127.0","https://cdc.dwd.de/rest/metadata/station/html/812300001319"
"502","Bischbrunn","9,4883","49,8747","412.0","https://cdc.dwd.de/rest/metadata/station/html/812300002599"
"1584","Geisingen","8,6474","47,9242","673.0","https://cdc.dwd.de/rest/metadata/station/html/812300003175"
"1420","Frankfurt/Main","8,5213","50,0259","100.0","https://cdc.dwd.de/rest/metadata/station/html/812300004455"
"3228","Meinerzhagen (A)","7,6670","51,0976","506.0","https://cdc.dwd.de/rest/metadata/station/html/812300005735"
"1832","Großer Arber","13,1338","49,1129","1436.0","https://cdc.dwd.de/rest/metadata/station/html/812300006311"
"3761","Öhringen","9,5176","49,2070","276.0","https://cdc.dwd.de/rest/metadata/station/html/812300008167"
"4560","Schotten","9,1226","50,4925","265.0","https://cdc.dwd.de/rest/metadata/station/html/812300009447"
"736","Brücken","7,1148","49,6303","390.0","https://cdc.dwd.de/rest/metadata/station/html/812300010727"
"4287","Rothenburg ob der Tauber","10,1732","49,3849","415.0","https://cdc.dwd.de/rest/metadata/station/html/812300011303"
"2691","Königsmoos-Untermaxfeld","11,2173","48,6707","378.0","https://cdc.dwd.de/rest/metadata/station/html/812300012583"
"5275","Waghäusel-Kirrlach","8,5374","49,2445","105.0","https://cdc.dwd.de/rest/metadata/station/html/812300013159"
"596","Boltenhagen","11,1908","54,0027","15.0","https://cdc.dwd.de/rest/metadata/station/html/812300014439"
"3595","Niederelbert","7,8080","50,4107","250.0","https://cdc.dwd.de/rest/metadata/station/html/812300015719"
"5705","Würzburg","9,9576","49,7704","268.0","https://cdc.dwd.de/rest/metadata/station/html/812300016295"
"3390","München-Riem","11,7094","48,1369","529.0","https://cdc.dwd.de/rest/metadata/station/html/812300017575"
"125","Altenstadt","10,8667","47,8342","739.0","https://cdc.dwd.de/rest/metadata/station/html/812300018151"
"6109","Grambow-Schwennenz","14,3728","53,3837","51.0","https://cdc.dwd.de/rest/metadata/station/html/812300019431"
"1973","Hamburg-Botanischer Garten","9,9874","53,5598","14.0","https://cdc.dwd.de/rest/metadata/station/html/812300020711"
"7412","Neuhütten/Spessart","9,4238","50,0083","340.0","https://cdc.dwd.de/rest/metadata/station/html/812300021287"
"4584","Schwaigermoos","11,8000","48,3667","444.0","https://cdc.dwd.de/rest/metadata/station/html/812300022567"
"1332","Falkenberg,Kr.Rottal-Inn","12,7241","48,4832","471.0","https://cdc.dwd.de/rest/metadata/station/html/812300023143"
"3086","Lübeck-Blankensee","10,6989","53,8025","15.0","https://cdc.dwd.de/rest/metadata/station/html/812300024423"
"1425","Frankfurt/Main (Feldbergstr.)","8,6601","50,1213","109.0","https://cdc.dwd.de/rest/metadata/station/html/812300025703"
"2315","Holzdorf-Bernsdorf","13,1666","51,7657","78.0","https://cdc.dwd.de/rest/metadata/station/html/812300026279"
"5654","Wörnitz-Bottenweiler","10,2296","49,2178","464.0","https://cdc.dwd.de/rest/metadata/station/html/812300027559"
"2680","Königshofen, Bad","10,4456","50,2840","289.0","https://cdc.dwd.de/rest/metadata/station/html/812300028135"
"273","Baindt","9,6606","47,8413","467.0","https://cdc.dwd.de/rest/metadata/station/html/812300029415"
"3313","Modautal-Neunkirchen","8,7771","49,7328","508.0","https://cdc.dwd.de/rest/metadata/station/html/812300030695"
"6265","Wusterwitz","12,3867","52,3613","36.0","https://cdc.dwd.de/rest/metadata/station/html/812300031271"
"434","Berlin-Treptow","13,4699","52,4553","35.0","https://cdc.dwd.de/rest/metadata/station/html/812300032551"
"3621","Reimlingen","10,5067","48,8253","435.0","https://cdc.dwd.de/rest/metadata/station/html/812300033127"
"1440","Freiamt-Ottoschwanden","7,9339","48,2018","476.0","https://cdc.dwd.de/rest/metadata/station/html/812300034407"
"184","Arneburg","12,0077","52,6769","55.0","https://cdc.dwd.de/rest/metadata/station/html/812300035687"
