"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"19614","Dorfen/Isen","12,1596","48,2730","439.0","https://cdc.dwd.de/rest/metadata/station/html/2544929602"
"19694","Tittmoning/Oberbayern","12,7634","48,0669","382.0","https://cdc.dwd.de/rest/metadata/station/html/2545848724"
"1347","Feldberg-Altglashütten","8,1155","47,8555","962.0","https://cdc.dwd.de/rest/metadata/station/html/2559472398"
"4517","Schömberg, Kr. Calw","8,6451","48,7859","635.0","https://cdc.dwd.de/rest/metadata/station/html/2560460592"
"19039","Trossingen-Schura","8,6447","48,0559","731.0","https://cdc.dwd.de/rest/metadata/station/html/2572750907"
"19631","Salzungen","10,2294","50,8083","268.0","https://cdc.dwd.de/rest/metadata/station/html/2601379895"
"6327","Sinzig","7,2554","50,5539","60.0","https://cdc.dwd.de/rest/metadata/station/html/2613260427"
"19424","Eschweiler-Kinzweiler","6,2234","50,8478","163.0","https://cdc.dwd.de/rest/metadata/station/html/2615432068"
"6297","Pleiskirchen","12,6025","48,3014","420.0","https://cdc.dwd.de/rest/metadata/station/html/261657322"
"19645","Langenhessen","12,3541","50,7672","275.0","https://cdc.dwd.de/rest/metadata/station/html/26186448"
"19171","Hasenkrug-Hardebek","9,8555","54,0039","13.0","https://cdc.dwd.de/rest/metadata/station/html/2623005519"
"19680","Stollberg/Gablenz","12,8056","50,7157","430.0","https://cdc.dwd.de/rest/metadata/station/html/2677536514"
"19636","Wandlitz-Schönwalde","13,4396","52,6728","56.0","https://cdc.dwd.de/rest/metadata/station/html/2698307873"
"16085","Leherheide","8,6011","53,5874","8.0","https://cdc.dwd.de/rest/metadata/station/html/271761800"
"14022","Dienstweiler","7,2105","49,6353","461.0","https://cdc.dwd.de/rest/metadata/station/html/2728384087"
"7227","Külsheim/Main-Tauber-Kreis","9,5230","49,6789","280.0","https://cdc.dwd.de/rest/metadata/station/html/2772121756"
"7497","Tennenbronn","8,3667","48,1872","651.0","https://cdc.dwd.de/rest/metadata/station/html/2782762915"
"17457","Berlin-Reinickendorf","13,3470","52,5660","39.0","https://cdc.dwd.de/rest/metadata/station/html/2788125163"
"15850","Frankelbach","7,6431","49,5248","416.0","https://cdc.dwd.de/rest/metadata/station/html/279363549"
"6288","Gramais/Österreich","10,5355","47,2689","1320.0","https://cdc.dwd.de/rest/metadata/station/html/2805732468"
"7139","Einöllen","7,6428","49,6111","303.0","https://cdc.dwd.de/rest/metadata/station/html/2822478450"
"321","Bayrischzell","12,0017","47,6797","789.0","https://cdc.dwd.de/rest/metadata/station/html/2828951073"
"6293","Lenggries (Sylvenstein)","11,5504","47,5899","737.0","https://cdc.dwd.de/rest/metadata/station/html/2830684939"
"19407","Lenggries-Vorderriss","11,4368","47,5590","781.0","https://cdc.dwd.de/rest/metadata/station/html/2833198645"
"19794","Amberg (Mariahilfberg)","11,0109","49,4593","519.0","https://cdc.dwd.de/rest/metadata/station/html/2834101523"
"2693","Königstein/Taunus","8,4698","50,1855","380.0","https://cdc.dwd.de/rest/metadata/station/html/284642009"
"5992","Rudersberg-Michelau","9,5365","48,8530","266.0","https://cdc.dwd.de/rest/metadata/station/html/2870229392"
"19479","Aholfing/Donau","12,4663","48,9451","325.0","https://cdc.dwd.de/rest/metadata/station/html/2870559078"
"19638","Unterjoch/Wertach","10,4274","47,5560","1015.0","https://cdc.dwd.de/rest/metadata/station/html/28844022"
"7226","Kißlegg, Kr. Ravensburg","9,8870","47,7777","640.0","https://cdc.dwd.de/rest/metadata/station/html/2884768729"
"19624","Neufinsing","11,8017","48,2210","494.0","https://cdc.dwd.de/rest/metadata/station/html/288961264"
"1061","Drolshagen-Bleche","7,7255","51,0570","426.0","https://cdc.dwd.de/rest/metadata/station/html/2900794046"
"19306","Dörentrup-Humfeld","9,0454","52,0249","138.0","https://cdc.dwd.de/rest/metadata/station/html/290309271"
"19628","Gangkofen/Bina","12,5546","48,4397","432.0","https://cdc.dwd.de/rest/metadata/station/html/29140212"
"19679","Staudach","12,4807","47,7776","540.0","https://cdc.dwd.de/rest/metadata/station/html/2931036242"
"19193","Neu Benthen","11,9905","53,5286","72.0","https://cdc.dwd.de/rest/metadata/station/html/2938725507"
"7487","Saulgau,Bad","9,4860","48,0272","576.0","https://cdc.dwd.de/rest/metadata/station/html/2939581941"
"14072","Neef","7,1401","50,0902","133.0","https://cdc.dwd.de/rest/metadata/station/html/2956113880"
"14015","Gondershausen","7,4972","50,1587","388.0","https://cdc.dwd.de/rest/metadata/station/html/2961478582"
"5610","Winterberg","8,5079","51,1872","733.0","https://cdc.dwd.de/rest/metadata/station/html/2974405514"
"3328","Moers-Repelen","6,6101","51,4769","19.0","https://cdc.dwd.de/rest/metadata/station/html/2976082369"
"6284","Herrieden","10,5044","49,2289","420.0","https://cdc.dwd.de/rest/metadata/station/html/2976974116"
"19661","Presseck/Oberfranken","11,5508","50,2281","620.0","https://cdc.dwd.de/rest/metadata/station/html/2978912994"
"15984","Hehlen","9,4758","51,9784","133.0","https://cdc.dwd.de/rest/metadata/station/html/2992776943"
"1364","Finnentrop-Lenhausen","7,9597","51,1959","230.0","https://cdc.dwd.de/rest/metadata/station/html/3002376202"
"6301","Untergschwend/Österreich","10,5019","47,5067","1040.0","https://cdc.dwd.de/rest/metadata/station/html/3009497784"
"14035","Weierhof","8,0278","49,6334","194.0","https://cdc.dwd.de/rest/metadata/station/html/3015911918"
"7433","Trier-Irsch","6,6957","49,7260","240.0","https://cdc.dwd.de/rest/metadata/station/html/3018503855"
"19630","Großköllnbach","12,5855","48,6953","354.0","https://cdc.dwd.de/rest/metadata/station/html/3018603211"
"5993","Vogt","9,7724","47,7595","653.0","https://cdc.dwd.de/rest/metadata/station/html/3020893980"
"19633","Gundihausen","12,1385","48,4507","475.0","https://cdc.dwd.de/rest/metadata/station/html/3027481504"
"14020","Münstermaifeld, Kr. Mayen-Koblenz","7,3535","50,2558","195.0","https://cdc.dwd.de/rest/metadata/station/html/3032013750"
"19642","Kelheim/Altmühltal","11,8821","48,9247","354.0","https://cdc.dwd.de/rest/metadata/station/html/3034881954"
"17453","Berlin-Haselhorst","13,2300","52,5390","34.0","https://cdc.dwd.de/rest/metadata/station/html/3102413851"
"19814","Kreba-Neudorf","14,6830","51,3500","143.0","https://cdc.dwd.de/rest/metadata/station/html/3105131939"
"19515","Königswalde","13,0500","50,5500","530.0","https://cdc.dwd.de/rest/metadata/station/html/3107195380"
"19302","Pyrbaum-Rengersricht","11,3050","49,2754","426.0","https://cdc.dwd.de/rest/metadata/station/html/3115139558"
"15528","Possen","10,8671","51,3332","422.0","https://cdc.dwd.de/rest/metadata/station/html/3120050238"
"19698","Werda/Vogtland","12,3052","50,4480","595.0","https://cdc.dwd.de/rest/metadata/station/html/3122246625"
"7380","Backnang/Murr","9,4009","48,9353","233.0","https://cdc.dwd.de/rest/metadata/station/html/3132431673"
"215","Attendorn (Listertalsperre)","7,8352","51,0998","340.0","https://cdc.dwd.de/rest/metadata/station/html/3142955388"
"4057","Ratscher","10,7847","50,4933","394.0","https://cdc.dwd.de/rest/metadata/station/html/3147836778"
"15823","Merzalben","7,8021","49,2752","514.0","https://cdc.dwd.de/rest/metadata/station/html/3156318428"
"25","Adelberg","9,6000","48,7667","474.0","https://cdc.dwd.de/rest/metadata/station/html/3179198133"
"7492","Creglingen/Tauber","10,0190","49,4844","260.0","https://cdc.dwd.de/rest/metadata/station/html/3191726958"
"19622","Eichendorf/Vils","12,8570","48,6329","355.0","https://cdc.dwd.de/rest/metadata/station/html/3194599000"
"5986","Calw-Hirsau","8,7301","48,7450","329.0","https://cdc.dwd.de/rest/metadata/station/html/3197266275"
"2423","Isny","10,0416","47,6894","712.0","https://cdc.dwd.de/rest/metadata/station/html/3220370963"
"19580","Urach, Bad/Erms","9,4003","48,4951","471.0","https://cdc.dwd.de/rest/metadata/station/html/3240170090"
"6285","Amorbach-Neudorf","9,2609","49,6546","420.0","https://cdc.dwd.de/rest/metadata/station/html/3248884827"
"2158","Herrenalb, Bad","8,4430","48,8042","350.0","https://cdc.dwd.de/rest/metadata/station/html/3261693378"
"13886","Pößneck","11,6000","50,7000","250.0","https://cdc.dwd.de/rest/metadata/station/html/3265310553"
"7233","Rot am See","10,0152","49,2570","415.0","https://cdc.dwd.de/rest/metadata/station/html/3278323861"
"19513","Großschirma-Siebenlehn","13,3000","51,0300","326.0","https://cdc.dwd.de/rest/metadata/station/html/3280697414"
"1929","Hahnenklee","10,3368","51,8597","567.0","https://cdc.dwd.de/rest/metadata/station/html/3307746172"
