"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1Y_RR","1","1940-01-01","966.2","4","5",
"OBS_DEU_P1Y_RR","1","1941-01-01","636","4","5",
"OBS_DEU_P1Y_RR","1","1942-01-01","734.3","4","5",
"OBS_DEU_P1Y_RR","1","1943-01-01","487.8","4","5",
"OBS_DEU_P1Y_RR","1","1947-01-01","520.6","4","5",
"OBS_DEU_P1Y_RR","1","1948-01-01","613","4","5",
"OBS_DEU_P1Y_RR","1","1949-01-01","505","4","5",
"OBS_DEU_P1Y_RR","10","1940-01-01","785","4","5",
"OBS_DEU_P1Y_RR","10","1941-01-01","795","4","5",
"OBS_DEU_P1Y_RR","10","1942-01-01","536","4","5",
"OBS_DEU_P1Y_RR","10","1943-01-01","451","4","5",
"OBS_DEU_P1Y_RR","10","1944-01-01","774","4","5",
"OBS_DEU_P1Y_RR","10","1945-01-01","622","4","5",
"OBS_DEU_P1Y_RR","10","1946-01-01","565","4","5",
"OBS_DEU_P1Y_RR","10","1947-01-01","617","4","5",
"OBS_DEU_P1Y_RR","10","1948-01-01","692","4","5",
"OBS_DEU_P1Y_RR","10","1949-01-01","515","4","5",
"OBS_DEU_P1Y_RR","1001","1940-01-01","594.8","4","1",
"OBS_DEU_P1Y_RR","1001","1941-01-01","630.4","4","1",
"OBS_DEU_P1Y_RR","1001","1942-01-01","481.5","4","1",
"OBS_DEU_P1Y_RR","1001","1943-01-01","357.1","4","1",
"OBS_DEU_P1Y_RR","1001","1944-01-01","608.9","4","1",
"OBS_DEU_P1Y_RR","1001","1946-01-01","797","4","5",
"OBS_DEU_P1Y_RR","1001","1947-01-01","494","4","5",
"OBS_DEU_P1Y_RR","1001","1948-01-01","644","4","5",
"OBS_DEU_P1Y_RR","1001","1949-01-01","543","4","5",
"OBS_DEU_P1Y_RR","1003","1941-01-01","799.8","4","1",
"OBS_DEU_P1Y_RR","1003","1943-01-01","440.2","4","1",
"OBS_DEU_P1Y_RR","1003","1944-01-01","580.4","4","1",
"OBS_DEU_P1Y_RR","1003","1947-01-01","498.6","4","5",
"OBS_DEU_P1Y_RR","1003","1948-01-01","531.5","4","5",
"OBS_DEU_P1Y_RR","1003","1949-01-01","619.7","4","5",
"OBS_DEU_P1Y_RR","1006","1940-01-01","580","4","1",
"OBS_DEU_P1Y_RR","1006","1941-01-01","638.3","4","1",
"OBS_DEU_P1Y_RR","1006","1942-01-01","557","4","1",
"OBS_DEU_P1Y_RR","1006","1943-01-01","495.1","4","1",
"OBS_DEU_P1Y_RR","1006","1944-01-01","545.7","4","1",
"OBS_DEU_P1Y_RR","1006","1946-01-01","587","4","5",
"OBS_DEU_P1Y_RR","1006","1948-01-01","617.6","4","1",
"OBS_DEU_P1Y_RR","1008","1948-01-01","727.1","4","1",
"OBS_DEU_P1Y_RR","1008","1949-01-01","754.5","4","1",
"OBS_DEU_P1Y_RR","1009","1940-01-01","774.8","4","5",
"OBS_DEU_P1Y_RR","1009","1941-01-01","712.4","4","5",
"OBS_DEU_P1Y_RR","1009","1942-01-01","619.4","4","5",
"OBS_DEU_P1Y_RR","1009","1943-01-01","538.1","4","5",
"OBS_DEU_P1Y_RR","1009","1944-01-01","711.4","4","5",
"OBS_DEU_P1Y_RR","1009","1947-01-01","707","4","5",
"OBS_DEU_P1Y_RR","1009","1948-01-01","680.1","4","5",
"OBS_DEU_P1Y_RR","1009","1949-01-01","745","4","5",
"OBS_DEU_P1Y_RR","101","1940-01-01","1083.9","4","5",
"OBS_DEU_P1Y_RR","101","1941-01-01","1094.6","4","5",
"OBS_DEU_P1Y_RR","101","1942-01-01","756.9","4","5",
"OBS_DEU_P1Y_RR","101","1943-01-01","744.6","4","5",
"OBS_DEU_P1Y_RR","101","1944-01-01","1078.5","4","5",
"OBS_DEU_P1Y_RR","101","1945-01-01","727.1","4","5",
"OBS_DEU_P1Y_RR","101","1946-01-01","729.3","4","5",
"OBS_DEU_P1Y_RR","101","1947-01-01","772.9","4","5",
"OBS_DEU_P1Y_RR","101","1948-01-01","850.7","4","5",
"OBS_DEU_P1Y_RR","101","1949-01-01","546.2","4","5",
"OBS_DEU_P1Y_RR","1012","1940-01-01","862","4","5",
"OBS_DEU_P1Y_RR","1012","1941-01-01","937.8","4","5",
"OBS_DEU_P1Y_RR","1012","1942-01-01","693.4","4","5",
"OBS_DEU_P1Y_RR","1012","1943-01-01","556.9","4","5",
"OBS_DEU_P1Y_RR","1012","1944-01-01","876.7","4","5",
"OBS_DEU_P1Y_RR","1012","1947-01-01","698.8","4","5",
"OBS_DEU_P1Y_RR","1012","1948-01-01","781.6","4","5",
"OBS_DEU_P1Y_RR","1012","1949-01-01","504.2","4","5",
"OBS_DEU_P1Y_RR","1014","1940-01-01","734","4","5",
"OBS_DEU_P1Y_RR","1014","1941-01-01","678","4","5",
"OBS_DEU_P1Y_RR","1014","1942-01-01","659","4","5",
"OBS_DEU_P1Y_RR","1014","1943-01-01","622","4","5",
"OBS_DEU_P1Y_RR","1014","1944-01-01","833","4","5",
"OBS_DEU_P1Y_RR","1014","1945-01-01","840","4","5",
"OBS_DEU_P1Y_RR","1014","1946-01-01","651","4","5",
"OBS_DEU_P1Y_RR","1014","1947-01-01","592","4","5",
"OBS_DEU_P1Y_RR","1014","1948-01-01","568","4","5",
"OBS_DEU_P1Y_RR","1014","1949-01-01","704","4","5",
"OBS_DEU_P1Y_RR","1015","1940-01-01","492","4","5",
"OBS_DEU_P1Y_RR","1015","1941-01-01","605","4","5",
"OBS_DEU_P1Y_RR","1015","1942-01-01","454","4","5",
"OBS_DEU_P1Y_RR","1015","1943-01-01","424","4","5",
"OBS_DEU_P1Y_RR","1015","1944-01-01","521","4","5",
"OBS_DEU_P1Y_RR","1016","1940-01-01","737","4","5",
"OBS_DEU_P1Y_RR","1016","1941-01-01","652.7","4","5",
"OBS_DEU_P1Y_RR","1016","1942-01-01","687.1","4","5",
"OBS_DEU_P1Y_RR","1016","1943-01-01","705.1","4","5",
"OBS_DEU_P1Y_RR","1016","1944-01-01","860.7","4","5",
"OBS_DEU_P1Y_RR","1016","1946-01-01","816.4","4","5",
"OBS_DEU_P1Y_RR","1016","1947-01-01","634.8","4","5",
"OBS_DEU_P1Y_RR","1016","1948-01-01","778.4","4","5",
"OBS_DEU_P1Y_RR","1016","1949-01-01","808.7","4","5",
"OBS_DEU_P1Y_RR","1018","1940-01-01","1017","4","5",
"OBS_DEU_P1Y_RR","1018","1941-01-01","641.1","4","5",
"OBS_DEU_P1Y_RR","1018","1942-01-01","674.9","4","5",
"OBS_DEU_P1Y_RR","1018","1943-01-01","581.9","4","5",
"OBS_DEU_P1Y_RR","1018","1944-01-01","793.4","4","5",
"OBS_DEU_P1Y_RR","1018","1947-01-01","755.8","4","5",
"OBS_DEU_P1Y_RR","1018","1948-01-01","594.4","4","5",
"OBS_DEU_P1Y_RR","1018","1949-01-01","514.6","4","5",
"OBS_DEU_P1Y_RR","1019","1940-01-01","844.5","4","5",
"OBS_DEU_P1Y_RR","1019","1941-01-01","859.6","4","5",
"OBS_DEU_P1Y_RR","1019","1942-01-01","572.2","4","5",
"OBS_DEU_P1Y_RR","1019","1943-01-01","566.8","4","5",
"OBS_DEU_P1Y_RR","1019","1944-01-01","778.2","4","5",
"OBS_DEU_P1Y_RR","1019","1947-01-01","637.1","4","5",
"OBS_DEU_P1Y_RR","1019","1948-01-01","735.9","4","5",
"OBS_DEU_P1Y_RR","1019","1949-01-01","494.2","4","5",
"OBS_DEU_P1Y_RR","1020","1940-01-01","831.6","4","5",
"OBS_DEU_P1Y_RR","1020","1941-01-01","780","4","5",
"OBS_DEU_P1Y_RR","1020","1942-01-01","547.9","4","5",
"OBS_DEU_P1Y_RR","1020","1943-01-01","510.2","4","5",
"OBS_DEU_P1Y_RR","1020","1944-01-01","871.2","4","5",
"OBS_DEU_P1Y_RR","1020","1947-01-01","582","4","5",
"OBS_DEU_P1Y_RR","1020","1948-01-01","615.6","4","5",
"OBS_DEU_P1Y_RR","1020","1949-01-01","434.4","4","5",
"OBS_DEU_P1Y_RR","1022","1947-01-01","853.8","4","1",
"OBS_DEU_P1Y_RR","1022","1948-01-01","912.2","4","1",
"OBS_DEU_P1Y_RR","1022","1949-01-01","1015.5","4","1",
"OBS_DEU_P1Y_RR","1024","1940-01-01","731.4","4","5",
"OBS_DEU_P1Y_RR","1024","1941-01-01","760.4","4","5",
"OBS_DEU_P1Y_RR","1024","1942-01-01","686.5","4","5",
"OBS_DEU_P1Y_RR","1024","1943-01-01","704.2","4","5",
"OBS_DEU_P1Y_RR","1024","1944-01-01","892.9","4","5",
"OBS_DEU_P1Y_RR","1024","1947-01-01","723.8","4","5",
"OBS_DEU_P1Y_RR","1024","1948-01-01","795.4","4","5",
"OBS_DEU_P1Y_RR","1024","1949-01-01","776.9","4","5",
"OBS_DEU_P1Y_RR","1026","1940-01-01","662","4","5",
"OBS_DEU_P1Y_RR","1026","1941-01-01","880","4","5",
"OBS_DEU_P1Y_RR","1026","1942-01-01","514","4","5",
"OBS_DEU_P1Y_RR","1026","1943-01-01","407","4","5",
"OBS_DEU_P1Y_RR","1026","1944-01-01","623","4","5",
"OBS_DEU_P1Y_RR","1026","1948-01-01","455.8","4","1",
"OBS_DEU_P1Y_RR","1026","1949-01-01","566.2","4","1",
"OBS_DEU_P1Y_RR","1027","1940-01-01","581","4","5",
"OBS_DEU_P1Y_RR","1027","1941-01-01","740","4","5",
"OBS_DEU_P1Y_RR","1027","1942-01-01","414","4","5",
"OBS_DEU_P1Y_RR","1027","1943-01-01","415","4","5",
"OBS_DEU_P1Y_RR","1027","1944-01-01","595","4","5",
"OBS_DEU_P1Y_RR","1027","1947-01-01","299","4","5",
"OBS_DEU_P1Y_RR","1027","1948-01-01","455","4","5",
"OBS_DEU_P1Y_RR","1027","1949-01-01","327","4","5",
"OBS_DEU_P1Y_RR","1028","1940-01-01","1115","4","5",
"OBS_DEU_P1Y_RR","1028","1941-01-01","1106.7","4","5",
"OBS_DEU_P1Y_RR","1028","1942-01-01","884.1","4","5",
"OBS_DEU_P1Y_RR","1028","1943-01-01","905.8","4","5",
"OBS_DEU_P1Y_RR","1028","1944-01-01","1371.7","4","5",
"OBS_DEU_P1Y_RR","1028","1947-01-01","1164","4","5",
"OBS_DEU_P1Y_RR","1028","1948-01-01","1059.8","4","5",
"OBS_DEU_P1Y_RR","1028","1949-01-01","748","4","5",
"OBS_DEU_P1Y_RR","1030","1940-01-01","760","4","5",
"OBS_DEU_P1Y_RR","1030","1941-01-01","659","4","5",
"OBS_DEU_P1Y_RR","1030","1942-01-01","568","4","5",
"OBS_DEU_P1Y_RR","1030","1943-01-01","578","4","5",
"OBS_DEU_P1Y_RR","1030","1944-01-01","719","4","5",
"OBS_DEU_P1Y_RR","1030","1948-01-01","626","4","5",
"OBS_DEU_P1Y_RR","1030","1949-01-01","632","4","5",
"OBS_DEU_P1Y_RR","1031","1940-01-01","871","4","5",
"OBS_DEU_P1Y_RR","1031","1941-01-01","846.9","4","5",
"OBS_DEU_P1Y_RR","1031","1942-01-01","674.3","4","5",
"OBS_DEU_P1Y_RR","1031","1943-01-01","669","4","5",
"OBS_DEU_P1Y_RR","1031","1944-01-01","870","4","5",
"OBS_DEU_P1Y_RR","1031","1946-01-01","728.2","4","5",
"OBS_DEU_P1Y_RR","1031","1947-01-01","685.7","4","5",
"OBS_DEU_P1Y_RR","1031","1948-01-01","828.2","4","5",
"OBS_DEU_P1Y_RR","1031","1949-01-01","622.2","4","5",
"OBS_DEU_P1Y_RR","1032","1940-01-01","821","4","5",
"OBS_DEU_P1Y_RR","1032","1941-01-01","798.4","4","5",
"OBS_DEU_P1Y_RR","1032","1942-01-01","697.6","4","5",
"OBS_DEU_P1Y_RR","1032","1943-01-01","711.2","4","5",
"OBS_DEU_P1Y_RR","1032","1944-01-01","972.5","4","5",
"OBS_DEU_P1Y_RR","1032","1947-01-01","568.8","4","5",
"OBS_DEU_P1Y_RR","1032","1948-01-01","715.9","4","5",
"OBS_DEU_P1Y_RR","1032","1949-01-01","639.9","4","5",
"OBS_DEU_P1Y_RR","1033","1940-01-01","835.6","4","5",
"OBS_DEU_P1Y_RR","1033","1941-01-01","697.3","4","5",
"OBS_DEU_P1Y_RR","1033","1942-01-01","578.4","4","5",
"OBS_DEU_P1Y_RR","1033","1943-01-01","609.1","4","5",
"OBS_DEU_P1Y_RR","1033","1944-01-01","946.9","4","5",
"OBS_DEU_P1Y_RR","1033","1947-01-01","568.8","4","5",
"OBS_DEU_P1Y_RR","1033","1948-01-01","709.9","4","5",
"OBS_DEU_P1Y_RR","1033","1949-01-01","709.7","4","5",
"OBS_DEU_P1Y_RR","1034","1949-01-01","730","4","5",
"OBS_DEU_P1Y_RR","1036","1947-01-01","536.8","4","1",
"OBS_DEU_P1Y_RR","1036","1948-01-01","461","4","1",
"OBS_DEU_P1Y_RR","1036","1949-01-01","542.9","4","1",
"OBS_DEU_P1Y_RR","1039","1940-01-01","806","4","5",
"OBS_DEU_P1Y_RR","1039","1941-01-01","806.5","4","5",
"OBS_DEU_P1Y_RR","1039","1942-01-01","681.5","4","5",
"OBS_DEU_P1Y_RR","1039","1943-01-01","593.7","4","5",
"OBS_DEU_P1Y_RR","1039","1944-01-01","820.9","4","5",
"OBS_DEU_P1Y_RR","1039","1947-01-01","657.8","4","5",
"OBS_DEU_P1Y_RR","1039","1948-01-01","748.8","4","5",
"OBS_DEU_P1Y_RR","1039","1949-01-01","715.7","4","5",
"OBS_DEU_P1Y_RR","104","1940-01-01","1166","4","5",
"OBS_DEU_P1Y_RR","104","1941-01-01","1134","4","5",
"OBS_DEU_P1Y_RR","104","1942-01-01","807","4","5",
"OBS_DEU_P1Y_RR","104","1943-01-01","1032","4","5",
"OBS_DEU_P1Y_RR","104","1944-01-01","1412","4","5",
"OBS_DEU_P1Y_RR","1040","1942-01-01","791.7","4","1",
"OBS_DEU_P1Y_RR","1040","1943-01-01","700.4","4","1",
"OBS_DEU_P1Y_RR","1040","1944-01-01","1006.1","4","1",
"OBS_DEU_P1Y_RR","1040","1946-01-01","989.8","4","1",
"OBS_DEU_P1Y_RR","1041","1940-01-01","518","4","5",
"OBS_DEU_P1Y_RR","1041","1941-01-01","707","4","5",
"OBS_DEU_P1Y_RR","1041","1942-01-01","511","4","5",
"OBS_DEU_P1Y_RR","1041","1943-01-01","344","4","5",
"OBS_DEU_P1Y_RR","1041","1947-01-01","497","4","5",
"OBS_DEU_P1Y_RR","1041","1948-01-01","551","4","5",
"OBS_DEU_P1Y_RR","1041","1949-01-01","387","4","5",
"OBS_DEU_P1Y_RR","1044","1940-01-01","852.9","4","5",
"OBS_DEU_P1Y_RR","1044","1941-01-01","760.3","4","5",
"OBS_DEU_P1Y_RR","1044","1942-01-01","715.9","4","5",
"OBS_DEU_P1Y_RR","1044","1943-01-01","709","4","5",
"OBS_DEU_P1Y_RR","1044","1944-01-01","896.5","4","5",
"OBS_DEU_P1Y_RR","1044","1947-01-01","781.2","4","5",
"OBS_DEU_P1Y_RR","1044","1948-01-01","740.4","4","5",
"OBS_DEU_P1Y_RR","1044","1949-01-01","624.8","4","5",
"OBS_DEU_P1Y_RR","1047","1940-01-01","745.2","4","1",
"OBS_DEU_P1Y_RR","1047","1941-01-01","1005.8","4","1",
"OBS_DEU_P1Y_RR","1047","1942-01-01","541.5","4","1",
"OBS_DEU_P1Y_RR","1047","1943-01-01","407.7","4","1",
"OBS_DEU_P1Y_RR","1047","1944-01-01","732.5","4","1",
"OBS_DEU_P1Y_RR","1048","1940-01-01","759.9","4","1",
"OBS_DEU_P1Y_RR","1048","1941-01-01","1062.6","4","1",
"OBS_DEU_P1Y_RR","1048","1942-01-01","548.5","4","1",
"OBS_DEU_P1Y_RR","1048","1943-01-01","405.5","4","1",
"OBS_DEU_P1Y_RR","1048","1944-01-01","689.1","4","1",
"OBS_DEU_P1Y_RR","105","1940-01-01","745","4","5",
"OBS_DEU_P1Y_RR","105","1941-01-01","653.1","4","5",
"OBS_DEU_P1Y_RR","105","1942-01-01","641.7","4","5",
"OBS_DEU_P1Y_RR","105","1943-01-01","607.2","4","5",
"OBS_DEU_P1Y_RR","105","1944-01-01","733.9","4","5",
"OBS_DEU_P1Y_RR","105","1947-01-01","551","4","5",
"OBS_DEU_P1Y_RR","105","1948-01-01","648.1","4","5",
"OBS_DEU_P1Y_RR","105","1949-01-01","623.3","4","5",
"OBS_DEU_P1Y_RR","1050","1946-01-01","885.7","4","1",
"OBS_DEU_P1Y_RR","1050","1947-01-01","724.6","4","1",
"OBS_DEU_P1Y_RR","1050","1948-01-01","615.3","4","1",
"OBS_DEU_P1Y_RR","1050","1949-01-01","603.7","4","1",
"OBS_DEU_P1Y_RR","1051","1940-01-01","748.9","4","1",
"OBS_DEU_P1Y_RR","1051","1941-01-01","1133.5","4","1",
