"Produkt_Code","SDO_ID","Zeitstempel","Wert","Qualitaet_Byte","Qualitaet_Niveau"
"OBS_DEU_P1Y_T2M","1","1931-01-01","7.52","4","5",
"OBS_DEU_P1Y_T2M","1","1932-01-01","8.12","4","5",
"OBS_DEU_P1Y_T2M","1","1933-01-01","7.68","4","5",
"OBS_DEU_P1Y_T2M","1","1934-01-01","9.31","4","5",
"OBS_DEU_P1Y_T2M","1","1935-01-01","8.41","4","5",
"OBS_DEU_P1Y_T2M","1","1936-01-01","8.59","4","5",
"OBS_DEU_P1Y_T2M","1","1937-01-01","8.59","4","5",
"OBS_DEU_P1Y_T2M","1","1938-01-01","8.18","4","5",
"OBS_DEU_P1Y_T2M","1","1939-01-01","7.99","4","5",
"OBS_DEU_P1Y_T2M","1","1940-01-01","7.07","4","5",
"OBS_DEU_P1Y_T2M","1","1941-01-01","7.61","4","5",
"OBS_DEU_P1Y_T2M","1","1942-01-01","7.95","4","5",
"OBS_DEU_P1Y_T2M","1","1943-01-01","9.57","4","5",
"OBS_DEU_P1Y_T2M","1","1944-01-01","8.22","4","5",
"OBS_DEU_P1Y_T2M","1","1947-01-01","9.38","4","5",
"OBS_DEU_P1Y_T2M","1","1948-01-01","8.82","4","5",
"OBS_DEU_P1Y_T2M","1","1949-01-01","9.27","4","5",
"OBS_DEU_P1Y_T2M","1","1950-01-01","8.8","4","5",
"OBS_DEU_P1Y_T2M","1","1951-01-01","8.74","4","5",
"OBS_DEU_P1Y_T2M","1","1952-01-01","8.33","4","5",
"OBS_DEU_P1Y_T2M","1","1953-01-01","8.19","4","5",
"OBS_DEU_P1Y_T2M","1","1954-01-01","7.49","4","5",
"OBS_DEU_P1Y_T2M","1","1955-01-01","7.87","4","5",
"OBS_DEU_P1Y_T2M","1","1956-01-01","7.27","4","5",
"OBS_DEU_P1Y_T2M","1","1957-01-01","8.56","4","5",
"OBS_DEU_P1Y_T2M","1","1958-01-01","8.55","4","5",
"OBS_DEU_P1Y_T2M","1","1959-01-01","8.86","4","5",
"OBS_DEU_P1Y_T2M","1","1960-01-01","8.25","4","5",
"OBS_DEU_P1Y_T2M","1","1961-01-01","9.12","4","5",
"OBS_DEU_P1Y_T2M","1","1962-01-01","7.22","4","5",
"OBS_DEU_P1Y_T2M","1","1963-01-01","7.22","4","5",
"OBS_DEU_P1Y_T2M","1","1964-01-01","8.48","4","5",
"OBS_DEU_P1Y_T2M","1","1965-01-01","7.41","4","5",
"OBS_DEU_P1Y_T2M","1","1966-01-01","8.61","4","5",
"OBS_DEU_P1Y_T2M","1","1967-01-01","8.57","4","5",
"OBS_DEU_P1Y_T2M","1","1968-01-01","8.26","4","5",
"OBS_DEU_P1Y_T2M","1","1969-01-01","7.91","4","5",
"OBS_DEU_P1Y_T2M","1","1970-01-01","7.9","4","5",
"OBS_DEU_P1Y_T2M","1","1971-01-01","8.02","4","5",
"OBS_DEU_P1Y_T2M","1","1972-01-01","7.65","4","5",
"OBS_DEU_P1Y_T2M","1","1973-01-01","7.86","4","5",
"OBS_DEU_P1Y_T2M","1","1974-01-01","8.62","4","5",
"OBS_DEU_P1Y_T2M","1","1975-01-01","8.55","4","5",
"OBS_DEU_P1Y_T2M","1","1976-01-01","8.45","4","5",
"OBS_DEU_P1Y_T2M","1","1977-01-01","8.61","4","5",
"OBS_DEU_P1Y_T2M","1","1978-01-01","7.53","4","5",
"OBS_DEU_P1Y_T2M","1","1979-01-01","8.2","4","5",
"OBS_DEU_P1Y_T2M","1001","1937-01-01","9.23","4","5",
